"feature","feature_type","code","description"
"chartindicator_2976","chartindicator","2976","SHAVE"
"chartindicator_3","chartindicator","3","ABI (R)"
"chartindicator_300","chartindicator","300","IV #3 [Site]"
"chartindicator_3009","chartindicator","3009","Insp.Time"
"chartindicator_303","chartindicator","303","IV #4 [Site]"
"chartindicator_3045","chartindicator","3045","SPONT VT"
"chartindicator_308","chartindicator","308","IV Drip Dose #1"
"chartindicator_3082","chartindicator","3082","HIGH TIDAL VOL"
"chartindicator_309","chartindicator","309","IV Drip Dose #2"
"chartindicator_3098","chartindicator","3098","hi mv"
"chartindicator_31","chartindicator","31","Activity"
"chartindicator_310","chartindicator","310","IV Drip Medication#1"
"chartindicator_3100","chartindicator","3100","LOW MV"
"chartindicator_311","chartindicator","311","IV Drip Medication#2"
"chartindicator_3113","chartindicator","3113","high min.vol"
"chartindicator_3124","chartindicator","3124","LEFT AXILLA PULSE"
"chartindicator_3131","chartindicator","3131","Shampoo"
"chartindicator_3160","chartindicator","3160","HIGH MV LIMIT"
"chartindicator_3168","chartindicator","3168","HIGH MIN. VOL"
"chartindicator_32","chartindicator","32","Activity Tolerance"
"chartindicator_3223","chartindicator","3223","Bedbath"
"chartindicator_3235","chartindicator","3235","DRIVING PRESS"
"chartindicator_324","chartindicator","324","IV Site Appear #1"
"chartindicator_3241","chartindicator","3241","LFEMABP"
"chartindicator_3249","chartindicator","3249","BEDBATH"
"chartindicator_325","chartindicator","325","IV Site Appear #2"
"chartindicator_326","chartindicator","326","IV Site Appear #3"
"chartindicator_3263","chartindicator","3263","BATHED"
"chartindicator_327","chartindicator","327","IV Site Appear #4"
"chartindicator_338","chartindicator","338","Imp Skin Cleanse #1"
"chartindicator_339","chartindicator","339","Imp Skin Cleanse #2"
"chartindicator_340","chartindicator","340","Imp Skin Cleanse #3"
"chartindicator_341","chartindicator","341","Imp Skin Cleanse #4"
"chartindicator_342","chartindicator","342","Imp Skin Cleanse #5"
"chartindicator_343","chartindicator","343","Imp Skin Cleanse #6"
"chartindicator_344","chartindicator","344","ImpSkin Character #1"
"chartindicator_345","chartindicator","345","ImpSkin Character #2"
"chartindicator_346","chartindicator","346","ImpSkin Character #3"
"chartindicator_347","chartindicator","347","ImpSkin Character #4"
"chartindicator_348","chartindicator","348","ImpSkin Character #5"
"chartindicator_349","chartindicator","349","ImpSkin Character #6"
"chartindicator_35","chartindicator","35","Additional Gas (lpm)"
"chartindicator_350","chartindicator","350","ImpSkin #3 [Drain]"
"chartindicator_351","chartindicator","351","ImpSkin #6 [Drain]"
"chartindicator_352","chartindicator","352","ImpSkin #1 [Drain]"
"chartindicator_353","chartindicator","353","ImpSkin #2 [Drain]"
"chartindicator_354","chartindicator","354","ImpSkin #4 [Drain]"
"chartindicator_355","chartindicator","355","ImpSkin #5 [Drain]"
"chartindicator_356","chartindicator","356","ImpSkin Treatment #1"
"chartindicator_357","chartindicator","357","ImpSkin Treatment #2"
"chartindicator_358","chartindicator","358","ImpSkin Treatment #3"
"chartindicator_359","chartindicator","359","ImpSkin Treatment #4"
"chartindicator_36","chartindicator","36","Additional Gas(Mask)"
"chartindicator_360","chartindicator","360","ImpSkin Treatment #5"
"chartindicator_361","chartindicator","361","ImpSkin Treatment #6"
"chartindicator_362","chartindicator","362","ImpSkin Wound Base#1"
"chartindicator_363","chartindicator","363","ImpSkin Wound Base#2"
"chartindicator_364","chartindicator","364","ImpSkin Wound Base#3"
"chartindicator_365","chartindicator","365","ImpSkin Wound Base#4"
"chartindicator_366","chartindicator","366","ImpSkin Wound Base#5"
"chartindicator_367","chartindicator","367","ImpSkin Wound Base#6"
"chartindicator_368","chartindicator","368","ImpSkin #1 [Width]"
"chartindicator_369","chartindicator","369","ImpSkin #2 [Width]"
"chartindicator_370","chartindicator","370","ImpSkin #3 [Width]"
"chartindicator_371","chartindicator","371","ImpSkin #4 [Width]"
"chartindicator_372","chartindicator","372","ImpSkin #5 [Width]"
"chartindicator_373","chartindicator","373","ImpSkin #6 [Width]"
"chartindicator_374","chartindicator","374","Impaired Skin Site#1"
"chartindicator_375","chartindicator","375","Impaired Skin Site#2"
"chartindicator_376","chartindicator","376","Impaired Skin Site#3"
"chartindicator_377","chartindicator","377","Impaired Skin Site#4"
"chartindicator_378","chartindicator","378","Impaired Skin Site#5"
"chartindicator_379","chartindicator","379","Impaired Skin Site#6"
"chartindicator_380","chartindicator","380","Inc Cleansing #1"
"chartindicator_381","chartindicator","381","Inc Cleansing #2"
"chartindicator_382","chartindicator","382","Inc Cleansing #3"
"chartindicator_383","chartindicator","383","Inc Cleansing #4"
"chartindicator_386","chartindicator","386","Inc #1 [Closure]"
"chartindicator_387","chartindicator","387","Inc #2 [Closure]"
"chartindicator_388","chartindicator","388","Inc #3 [Closure]"
"chartindicator_389","chartindicator","389","Inc #4 [Closure]"
"chartindicator_39","chartindicator","39","Airway Size"
"chartindicator_390","chartindicator","390","Inc #5 [Closure]"
"chartindicator_391","chartindicator","391","Inc #6 [Closure]"
"chartindicator_392","chartindicator","392","Inc #1 [Drainage]"
"chartindicator_393","chartindicator","393","Inc #2 [Drainage]"
"chartindicator_394","chartindicator","394","Inc #3 [Drainage]"
"chartindicator_395","chartindicator","395","Inc #4 [Drainage]"
"chartindicator_396","chartindicator","396","Inc #5 [Drainage]"
"chartindicator_397","chartindicator","397","Inc #6 [Drainage]"
"chartindicator_398","chartindicator","398","Inc #1 [Dressing]"
"chartindicator_399","chartindicator","399","Inc #2 [Dressing]"
"chartindicator_4","chartindicator","4","ABI Ankle BP [Right]"
"chartindicator_40","chartindicator","40","Airway Type"
"chartindicator_400","chartindicator","400","Inc #3 [Dressing]"
"chartindicator_401","chartindicator","401","Inc #5 [Dressing]"
"chartindicator_402","chartindicator","402","Inc #6 [Dressing]"
"chartindicator_403","chartindicator","403","Inc #4 [Dressing]"
"chartindicator_404","chartindicator","404","Inc/Wound Packing #1"
"chartindicator_405","chartindicator","405","Inc/Wound Packing #2"
"chartindicator_406","chartindicator","406","Inc/Wound Packing #3"
"chartindicator_407","chartindicator","407","Inc/Wound Packing #4"
"chartindicator_41","chartindicator","41","Alarms Activated"
"chartindicator_410","chartindicator","410","Incentive Spirometry"
"chartindicator_411","chartindicator","411","Incision/Wound #1"
"chartindicator_412","chartindicator","412","Incision/Wound #2"
"chartindicator_413","chartindicator","413","Incision/Wound #3"
"chartindicator_414","chartindicator","414","Incision/Wound #4"
"chartindicator_415","chartindicator","415","Incision/Wound #5"
"chartindicator_416","chartindicator","416","Incision/Wound #6"
"chartindicator_417","chartindicator","417","Inspired Gas Temp"
"chartindicator_419","chartindicator","419","KneeImmobilizeLoc [Right]"
"chartindicator_420","chartindicator","420","LAP"
"chartindicator_421","chartindicator","421","LCW"
"chartindicator_422","chartindicator","422","LCWI"
"chartindicator_423","chartindicator","423","LL Strength/Movement"
"chartindicator_424","chartindicator","424","LLE [Temp]"
"chartindicator_425","chartindicator","425","LLL Lung Sounds"
"chartindicator_426","chartindicator","426","LU Strength/Movement"
"chartindicator_427","chartindicator","427","LUE [Temp]"
"chartindicator_428","chartindicator","428","LUL Lung Sounds"
"chartindicator_43","chartindicator","43","Angio Appearance #1 [Attribute 1]"
"chartindicator_430","chartindicator","430","LVSW"
"chartindicator_431","chartindicator","431","LVSWI"
"chartindicator_432","chartindicator","432","Level of Conscious"
"chartindicator_434","chartindicator","434","Low Exhaled Min Vol"
"chartindicator_435","chartindicator","435","Low Exhaled Vt"
"chartindicator_436","chartindicator","436","Low Insp. Pressure"
"chartindicator_437","chartindicator","437","Low Peep"
"chartindicator_439","chartindicator","439","MDI #1 [Puff]"
"chartindicator_44","chartindicator","44","Angio Appearance #2 [Attribute 1]"
"chartindicator_440","chartindicator","440","MDI #2 [Puff]"
"chartindicator_441","chartindicator","441","MDI #3 [Puff]"
"chartindicator_442","chartindicator","442","Manual BP [Systolic]"
"chartindicator_443","chartindicator","443","Manual BP Mean(calc)"
"chartindicator_444","chartindicator","444","Mean Airway Pressure"
"chartindicator_445","chartindicator","445","Mech. Minute Volume"
"chartindicator_446","chartindicator","446","Micro-Neb Treatment"
"chartindicator_447","chartindicator","447","Minimal Leak Present"
"chartindicator_448","chartindicator","448","Minute Volume"
"chartindicator_449","chartindicator","449","Minute Volume (Set)"
"chartindicator_45","chartindicator","45","Angio Dressing #1"
"chartindicator_450","chartindicator","450","Minute Volume(Obser)"
"chartindicator_453","chartindicator","453","Motor Deficits"
"chartindicator_454","chartindicator","454","Motor Response"
"chartindicator_4549","chartindicator","4549","criticaid"
"chartindicator_455","chartindicator","455","NBP [Systolic]"
"chartindicator_456","chartindicator","456","NBP Mean"
"chartindicator_457","chartindicator","457","NMB Medication"
"chartindicator_458","chartindicator","458","Nares [Right]"
"chartindicator_459","chartindicator","459","Neg Insp Force(>-25)"
"chartindicator_46","chartindicator","46","Angio Dressing #2"
"chartindicator_460","chartindicator","460","Nerve Stimulated"
"chartindicator_461","chartindicator","461","Neuro Drain Drainage"
"chartindicator_462","chartindicator","462","Neuro Drain [Level]"
"chartindicator_463","chartindicator","463","Neuro Drain Status"
"chartindicator_464","chartindicator","464","Neuro Drain Type"
"chartindicator_465","chartindicator","465","Neuro Symptoms"
"chartindicator_466","chartindicator","466","Nursing Consultation"
"chartindicator_467","chartindicator","467","O2 Delivery Device"
"chartindicator_468","chartindicator","468","O2 Delivery Device#2"
"chartindicator_47","chartindicator","47","Angio Site #1"
"chartindicator_470","chartindicator","470","O2 Flow (lpm)"
"chartindicator_471","chartindicator","471","O2 Flow (lpm) #2"
"chartindicator_472","chartindicator","472","O2AV"
"chartindicator_473","chartindicator","473","O2AVI"
"chartindicator_474","chartindicator","474","O2ER"
"chartindicator_477","chartindicator","477","Oral Care"
"chartindicator_478","chartindicator","478","Oral Cavity"
"chartindicator_479","chartindicator","479","Orientation"
"chartindicator_48","chartindicator","48","Angio Site #2"
"chartindicator_480","chartindicator","480","Orthostat BP sitting [Systolic]"
"chartindicator_481","chartindicator","481","Orthostat HR sitting"
"chartindicator_482","chartindicator","482","OrthostatBP standing [Systolic]"
"chartindicator_483","chartindicator","483","OrthostatHR standing"
"chartindicator_484","chartindicator","484","Orthostatic BP lying [Systolic]"
"chartindicator_485","chartindicator","485","Orthostatic HR lying"
"chartindicator_486","chartindicator","486","Ostomy Care"
"chartindicator_487","chartindicator","487","Ostomy [Type]"
"chartindicator_49","chartindicator","49","Anti-Embolism [Device]"
"chartindicator_490","chartindicator","490","PAO2"
"chartindicator_491","chartindicator","491","PAP Mean"
"chartindicator_492","chartindicator","492","PAP [Systolic]"
"chartindicator_493","chartindicator","493","PCA 1 Hr Limit (mg)"
"chartindicator_494","chartindicator","494","PCA Basal Rate"
"chartindicator_495","chartindicator","495","PCA Bolus"
"chartindicator_496","chartindicator","496","PCA Dose"
"chartindicator_497","chartindicator","497","Patient controlled analgesia (PCA) [Inject]"
"chartindicator_498","chartindicator","498","PCA Lockout (Min)"
"chartindicator_499","chartindicator","499","PCA Medication"
"chartindicator_5","chartindicator","5","ABI Brachial BP [Right]"
"chartindicator_50","chartindicator","50","Apnea Time Interval"
"chartindicator_500","chartindicator","500","PCA Total Dose"
"chartindicator_501","chartindicator","501","PCV Exh Vt (Obser)"
"chartindicator_502","chartindicator","502","PCV Insp Vt (Obser)"
"chartindicator_503","chartindicator","503","PCV Set Insp. Press"
"chartindicator_504","chartindicator","504","PCWP"
"chartindicator_506","chartindicator","506","PEEP Set"
"chartindicator_508","chartindicator","508","PT Splint #1 [Location]"
"chartindicator_509","chartindicator","509","PT Splint #2 [Location]"
"chartindicator_51","chartindicator","51","Arterial BP [Systolic]"
"chartindicator_510","chartindicator","510","PT Splint #3 [Location]"
"chartindicator_511","chartindicator","511","PT Splint #4 [Location]"
"chartindicator_512","chartindicator","512","PVR"
"chartindicator_513","chartindicator","513","PVRI"
"chartindicator_515","chartindicator","515","Pacemaker Mode"
"chartindicator_516","chartindicator","516","Pacemaker Type"
"chartindicator_517","chartindicator","517","Pacer Rate"
"chartindicator_518","chartindicator","518","Pacer Wire Condition"
"chartindicator_519","chartindicator","519","Pacer Wires Atrial"
"chartindicator_52","chartindicator","52","Arterial BP Mean"
"chartindicator_520","chartindicator","520","Pacer Wires Ground"
"chartindicator_521","chartindicator","521","Pacer Wires Vent"
"chartindicator_522","chartindicator","522","Pain Cause"
"chartindicator_523","chartindicator","523","Pain Level (Movemnt)"
"chartindicator_524","chartindicator","524","Pain Level (Rest)"
"chartindicator_525","chartindicator","525","Pain Location"
"chartindicator_526","chartindicator","526","Pain Management [Route/Status #1]"
"chartindicator_527","chartindicator","527","Pain Type"
"chartindicator_529","chartindicator","529","Pause Time %"
"chartindicator_530","chartindicator","530","Peak Flow"
"chartindicator_532","chartindicator","532","Peak Flow (Calc)"
"chartindicator_534","chartindicator","534","Peak Flow (actual)"
"chartindicator_535","chartindicator","535","Peak Insp. Pressure"
"chartindicator_537","chartindicator","537","Pericard Drain Site"
"chartindicator_538","chartindicator","538","Pericard Drain Stat"
"chartindicator_539","chartindicator","539","Pericardial Drainage"
"chartindicator_54","chartindicator","54","Assistance Device"
"chartindicator_542","chartindicator","542","Pin Care"
"chartindicator_543","chartindicator","543","Plateau Pressure"
"chartindicator_545","chartindicator","545","Plateau-Off"
"chartindicator_546","chartindicator","546","Popliteal Pulse [Right]"
"chartindicator_547","chartindicator","547","Position"
"chartindicator_548","chartindicator","548","Position Change"
"chartindicator_549","chartindicator","549","PostTib. Pulses [Right]"
"chartindicator_55","chartindicator","55","Assisted Systole"
"chartindicator_550","chartindicator","550","Precautions"
"chartindicator_551","chartindicator","551","Pressure Sore #1 [Stage]"
"chartindicator_552","chartindicator","552","Pressure Sore #2 [Stage]"
"chartindicator_553","chartindicator","553","Pressure Sore #3 [Stage]"
"chartindicator_554","chartindicator","554","Press Sore Site #2"
"chartindicator_555","chartindicator","555","PressSore Depth #1"
"chartindicator_5556","chartindicator","5556","TPA mg/hr"
"chartindicator_556","chartindicator","556","PressSore Depth #2"
"chartindicator_557","chartindicator","557","PressSore Depth #3"
"chartindicator_558","chartindicator","558","Pressure Sore #1 [Drainage]"
"chartindicator_559","chartindicator","559","Pressure Sore #2 [Drainage]"
"chartindicator_56","chartindicator","56","Atrial Pacemaker [Sense]"
"chartindicator_560","chartindicator","560","Pressure Sore #3 [Drainage]"
"chartindicator_561","chartindicator","561","Pressure Sore #1 [Width]"
"chartindicator_562","chartindicator","562","Pressure Sore #2 [Width]"
"chartindicator_563","chartindicator","563","Pressure Sore #3 [Width]"
"chartindicator_564","chartindicator","564","PressSoreCleansing#1"
"chartindicator_565","chartindicator","565","PressSoreCleansing#2"
"chartindicator_5651","chartindicator","5651","High Ve"
"chartindicator_566","chartindicator","566","PressSoreCleansing#3"
"chartindicator_5668","chartindicator","5668","CUFF PRESSURE"
"chartindicator_567","chartindicator","567","PressSoreTreatment#1"
"chartindicator_5676","chartindicator","5676","RIGHT FEM. ALINE"
"chartindicator_568","chartindicator","568","PressSoreTreatment#2"
"chartindicator_5683","chartindicator","5683","Hourly PFR"
"chartindicator_569","chartindicator","569","PressSoreTreatment#3"
"chartindicator_57","chartindicator","57","Atrial Pacemaker Threshold [Unit]"
"chartindicator_570","chartindicator","570","PressSoreWoundBase#1"
"chartindicator_5704","chartindicator","5704","g-tube flush"
"chartindicator_5705","chartindicator","5705","j-tube flush"
"chartindicator_5709","chartindicator","5709","TOX SCREEN"
"chartindicator_571","chartindicator","571","PressSoreWoundBase#2"
"chartindicator_572","chartindicator","572","PressSoreWoundBase#3"
"chartindicator_5726","chartindicator","5726","Hi Ve"
"chartindicator_5727","chartindicator","5727","Hi MV"
"chartindicator_573","chartindicator","573","Pressure Sore Odor#1"
"chartindicator_574","chartindicator","574","Pressure Sore Odor#2"
"chartindicator_575","chartindicator","575","Pressure Sore Odor#3"
"chartindicator_5754","chartindicator","5754","APNEA TIME"
"chartindicator_5757","chartindicator","5757","mucous fistula"
"chartindicator_576","chartindicator","576","Pressure Sore Site#1"
"chartindicator_577","chartindicator","577","Pressure Sore Site#3"
"chartindicator_578","chartindicator","578","Pressure Support"
"chartindicator_579","chartindicator","579","PressureReduceDevice"
"chartindicator_5795","chartindicator","5795","URETERAL STENT."
"chartindicator_58","chartindicator","58","Atrial Pacemaker [mA]"
"chartindicator_580","chartindicator","580","Previous Weight"
"chartindicator_5801","chartindicator","5801","high ve            n"
"chartindicator_5803","chartindicator","5803","Femoral Sheath Aline"
"chartindicator_5804","chartindicator","5804","sheath MAP"
"chartindicator_581","chartindicator","581","Previous WeightF"
"chartindicator_5813","chartindicator","5813","ABP Alarm [Low]"
"chartindicator_5814","chartindicator","5814","CVP Alarm [Low]"
"chartindicator_5815","chartindicator","5815","HR Alarm [Low]"
"chartindicator_5816","chartindicator","5816","ICP Alarm [Low]"
"chartindicator_5817","chartindicator","5817","NBP Alarm [Low]"
"chartindicator_5818","chartindicator","5818","PAP Alarm [Low]"
"chartindicator_5819","chartindicator","5819","Resp Alarm [Low]"
"chartindicator_582","chartindicator","582","Procedures"
"chartindicator_5820","chartindicator","5820","SpO2 Alarm [Low]"
"chartindicator_5824","chartindicator","5824","HiMV"
"chartindicator_583","chartindicator","583","Pulses Paradoxus"
"chartindicator_584","chartindicator","584","Pupil Response [Right]"
"chartindicator_585","chartindicator","585","Pupil Size [Right]"
"chartindicator_5856","chartindicator","5856","icp"
"chartindicator_586","chartindicator","586","QTc"
"chartindicator_5871","chartindicator","5871","SIZURE PADS"
"chartindicator_588","chartindicator","588","RCW"
"chartindicator_589","chartindicator","589","RCWI"
"chartindicator_5898","chartindicator","5898","urine na"
"chartindicator_59","chartindicator","59","Augmented Diastole"
"chartindicator_590","chartindicator","590","RL Strength/Movement"
"chartindicator_5902","chartindicator","5902","yi MV"
"chartindicator_591","chartindicator","591","RLE [Temperature]"
"chartindicator_592","chartindicator","592","RLE [Sensation]"
"chartindicator_593","chartindicator","593","RLL Lung Sounds"
"chartindicator_5931","chartindicator","5931","ECMO"
"chartindicator_594","chartindicator","594","ROM [Type]"
"chartindicator_595","chartindicator","595","RSBI (<200)"
"chartindicator_596","chartindicator","596","RU Strength/Movement"
"chartindicator_597","chartindicator","597","RUE [Temperature]"
"chartindicator_598","chartindicator","598","RUE [Sensation]"
"chartindicator_599","chartindicator","599","RUL Lung Sounds"
"chartindicator_60","chartindicator","60","Auto-PEEP Level"
"chartindicator_601","chartindicator","601","RVSW"
"chartindicator_602","chartindicator","602","RVSWI"
"chartindicator_603","chartindicator","603","Radial Pulse [Right]"
"chartindicator_604","chartindicator","604","Radiologic Study"
"chartindicator_6047","chartindicator","6047","Hi insp press"
"chartindicator_605","chartindicator","605","Reason For Restraint"
"chartindicator_606","chartindicator","606","Rec. Breath Pressure"
"chartindicator_607","chartindicator","607","Rec.Breath Time(sec)"
"chartindicator_6078","chartindicator","6078","MV"
"chartindicator_608","chartindicator","608","Recruit Breath"
"chartindicator_6081","chartindicator","6081","straight cath"
"chartindicator_609","chartindicator","609","Remote Alarm"
"chartindicator_61","chartindicator","61","AvDO2"
"chartindicator_610","chartindicator","610","Removed x 5 Mins"
"chartindicator_611","chartindicator","611","Replace Rate ml/hr"
"chartindicator_612","chartindicator","612","Replace.Fluid Infuse"
"chartindicator_614","chartindicator","614","Resp Rate (Spont)"
"chartindicator_615","chartindicator","615","Resp Rate (Total)"
"chartindicator_616","chartindicator","616","Respiratory Effort"
"chartindicator_617","chartindicator","617","Respiratory Pattern"
"chartindicator_618","chartindicator","618","Respiratory Rate"
"chartindicator_6181","chartindicator","6181","1o cc ns irrigation"
"chartindicator_6182","chartindicator","6182","jt flush 20cc q 8 hs"
"chartindicator_6187","chartindicator","6187","sling L arm - pacer"
"chartindicator_619","chartindicator","619","Respiratory Rate Set"
"chartindicator_62","chartindicator","62","BAEDP"
"chartindicator_620","chartindicator","620","Responds to Stimuli [Type]"
"chartindicator_6206","chartindicator","6206","Tank A psi."
"chartindicator_6207","chartindicator","6207","Tank B psi."
"chartindicator_6208","chartindicator","6208","Ve High"
"chartindicator_621","chartindicator","621","Restraint Location"
"chartindicator_6213","chartindicator","6213","TANK A"
"chartindicator_6215","chartindicator","6215","TANK B"
"chartindicator_622","chartindicator","622","Restraint Type"
"chartindicator_623","chartindicator","623","Restraints Evaluated"
"chartindicator_6230","chartindicator","6230","Bath Care"
"chartindicator_6238","chartindicator","6238","propofol"
"chartindicator_624","chartindicator","624","Return Pressure mmHg"
"chartindicator_6248","chartindicator","6248","d51/2NSc 20meq kcl"
"chartindicator_625","chartindicator","625","SVI"
"chartindicator_626","chartindicator","626","SVR"
"chartindicator_627","chartindicator","627","SVRI"
"chartindicator_628","chartindicator","628","Sedation Score"
"chartindicator_629","chartindicator","629","Seizure Activity"
"chartindicator_63","chartindicator","63","BIPAP - BPM"
"chartindicator_630","chartindicator","630","Seizure Duration"
"chartindicator_631","chartindicator","631","Sensitivity-Vent"
"chartindicator_632","chartindicator","632","Sensory Level"
"chartindicator_637","chartindicator","637","Side Rails"
"chartindicator_64","chartindicator","64","BIPAP - EPAP"
"chartindicator_640","chartindicator","640","Significant Events"
"chartindicator_6402","chartindicator","6402","TRAIN OF FOUR"
"chartindicator_641","chartindicator","641","Sitter"
"chartindicator_6414","chartindicator","6414","Nephrostomy"
"chartindicator_642","chartindicator","642","Skin Care"
"chartindicator_643","chartindicator","643","Skin Color"
"chartindicator_644","chartindicator","644","Skin Integrity"
"chartindicator_645","chartindicator","645","Skin [Temperature]"
"chartindicator_646","chartindicator","646","SpO2"
"chartindicator_647","chartindicator","647","Spare Trach Present"
"chartindicator_648","chartindicator","648","Speech"
"chartindicator_6487","chartindicator","6487","ART. SHEATH"
"chartindicator_649","chartindicator","649","Spiritual Support"
"chartindicator_65","chartindicator","65","BIPAP - Est. Vt"
"chartindicator_6507","chartindicator","6507","Radial a-line"
"chartindicator_651","chartindicator","651","Spon RR (Mech.)"
"chartindicator_652","chartindicator","652","Spon. Vt (L) (Mech.)"
"chartindicator_653","chartindicator","653","Spont. Resp. Rate"
"chartindicator_6538","chartindicator","6538","tpn"
"chartindicator_655","chartindicator","655","Spontaneous Movement"
"chartindicator_6552","chartindicator","6552","low insp press"
"chartindicator_656","chartindicator","656","Sputum [Color]"
"chartindicator_657","chartindicator","657","Sputum Source"
"chartindicator_659","chartindicator","659","Stool [Color]"
"chartindicator_66","chartindicator","66","BIPAP - IPAP"
"chartindicator_660","chartindicator","660","Stool Guaiac"
"chartindicator_661","chartindicator","661","Stool Management"
"chartindicator_662","chartindicator","662","Stroke Volume"
"chartindicator_6627","chartindicator","6627","linen change"
"chartindicator_663","chartindicator","663","Support Systems"
"chartindicator_664","chartindicator","664","Swan SVO2"
"chartindicator_665","chartindicator","665","System Integrity"
"chartindicator_666","chartindicator","666","Systolic Unloading"
"chartindicator_667","chartindicator","667","TCPCV Apnea Settings"
"chartindicator_668","chartindicator","668","TCPCV Fixed I Time"
"chartindicator_669","chartindicator","669","TCPCV I:E Ratio"
"chartindicator_67","chartindicator","67","BIPAP - O2 lpm"
"chartindicator_670","chartindicator","670","TCPCV Insp. Pressure"
"chartindicator_6701","chartindicator","6701","Arterial BP #2 [Systolic]"
"chartindicator_6702","chartindicator","6702","Arterial BP Mean #2"
"chartindicator_671","chartindicator","671","TCPCV Insp. Time"
"chartindicator_672","chartindicator","672","TCPCV-MAP"
"chartindicator_6729","chartindicator","6729","Act CPP"
"chartindicator_673","chartindicator","673","TOF Response/Twitch"
"chartindicator_674","chartindicator","674","Temp. Site"
"chartindicator_676","chartindicator","676","Temperature C"
"chartindicator_677","chartindicator","677","Temperature C (calc)"
"chartindicator_678","chartindicator","678","Temperature F"
"chartindicator_679","chartindicator","679","Temperature F (calc)"
"chartindicator_68","chartindicator","68","BIPAP-Mode"
"chartindicator_680","chartindicator","680","Therapeutic Bed"
"chartindicator_6806","chartindicator","6806","Mucomyst mg/hr"
"chartindicator_681","chartindicator","681","Tidal Volume"
"chartindicator_682","chartindicator","682","Tidal Volume (Obser)"
"chartindicator_683","chartindicator","683","Tidal Volume (Set)"
"chartindicator_684","chartindicator","684","Tidal Volume (Spont)"
"chartindicator_686","chartindicator","686","Total PEEP Level"
"chartindicator_6868","chartindicator","6868","Fistula"
"chartindicator_687","chartindicator","687","Trach Care"
"chartindicator_6872","chartindicator","6872","intrathecal catheter"
"chartindicator_6873","chartindicator","6873","low MV"
"chartindicator_688","chartindicator","688","Trach [Cuff]"
"chartindicator_69","chartindicator","69","BSA"
"chartindicator_690","chartindicator","690","Trach Size"
"chartindicator_691","chartindicator","691","Tracheostomy Cuff"
"chartindicator_692","chartindicator","692","Tracheostomy Type"
"chartindicator_693","chartindicator","693","Tract/Imm Location#1"
"chartindicator_6930","chartindicator","6930","STUDY DRUG CC/HR"
"chartindicator_694","chartindicator","694","Tract/Imm Location#2"
"chartindicator_695","chartindicator","695","Tract/Imm Location#3"
"chartindicator_6967","chartindicator","6967","right arm elevated"
"chartindicator_697","chartindicator","697","Traction/Immobile #1"
"chartindicator_698","chartindicator","698","Traction/Immobile #2"
"chartindicator_699","chartindicator","699","Traction/Immobile #3"
"chartindicator_70","chartindicator","70","BSA - English"
"chartindicator_701","chartindicator","701","Transcut Pacer Rate"
"chartindicator_702","chartindicator","702","Transcut Pad Place"
"chartindicator_703","chartindicator","703","Transcutan Pacer"
"chartindicator_704","chartindicator","704","Turn"
"chartindicator_705","chartindicator","705","Untoward Effect"
"chartindicator_706","chartindicator","706","Urine [Color]"
"chartindicator_7063","chartindicator","7063","VENOUS SAT"
"chartindicator_707","chartindicator","707","Urine Source"
"chartindicator_71","chartindicator","71","BSA - Metric"
"chartindicator_710","chartindicator","710","VEN Lumen Volume"
"chartindicator_7108","chartindicator","7108","surgical bra"
"chartindicator_711","chartindicator","711","VO2"
"chartindicator_713","chartindicator","713","VO2I"
"chartindicator_7151","chartindicator","7151","HOB Measurement"
"chartindicator_717","chartindicator","717","Ventricular Pacemaker [Sense]"
"chartindicator_718","chartindicator","718","Ventricular Pacemaker Threshold [Unit]"
"chartindicator_719","chartindicator","719","Ventricular Pacemaker [mA]"
"chartindicator_72","chartindicator","72","Back Care"
"chartindicator_720","chartindicator","720","Ventilator Mode"
"chartindicator_721","chartindicator","721","Ventilator No."
"chartindicator_722","chartindicator","722","Ventilator Type"
"chartindicator_723","chartindicator","723","Verbal Response"
"chartindicator_724","chartindicator","724","Vision - EPAP"
"chartindicator_725","chartindicator","725","Vision - IPAP"
"chartindicator_726","chartindicator","726","Vision - Mode"
"chartindicator_727","chartindicator","727","Vision FiO2"
"chartindicator_728","chartindicator","728","Vision Mask"
"chartindicator_729","chartindicator","729","Vision Rate"
"chartindicator_730","chartindicator","730","Vital Cap (>1.0)L"
"chartindicator_731","chartindicator","731","Warming [Device]"
"chartindicator_732","chartindicator","732","Waveform-Vent"
"chartindicator_733","chartindicator","733","Weight Change"
"chartindicator_734","chartindicator","734","Working Pressure"
"chartindicator_7372","chartindicator","7372","PANTOPRAZOLE"
"chartindicator_741","chartindicator","741","avDO2"
"chartindicator_742","chartindicator","742","calprevflg"
"chartindicator_75","chartindicator","75","Baseline Current/mA"
"chartindicator_76","chartindicator","76","Bath"
"chartindicator_762","chartindicator","762","Admit Wt"
"chartindicator_763","chartindicator","763","Daily Weight"
"chartindicator_7639","chartindicator","7639","T disconnect"
"chartindicator_7652","chartindicator","7652","bath care"
"chartindicator_7654","chartindicator","7654","mucomyst mg/hr"
"chartindicator_768","chartindicator","768","ACT (102-142)"
"chartindicator_769","chartindicator","769","ALT"
"chartindicator_77","chartindicator","77","Behavior"
"chartindicator_770","chartindicator","770","AST"
"chartindicator_772","chartindicator","772","Albumin (>3.2)"
"chartindicator_773","chartindicator","773","Alk. Phosphate"
